,Unnamed: 0,_fivetran_id,date,property,_fivetran_synced,active_users,add_to_carts,checkouts,ecommerce_purchases,engaged_sessions,gross_purchase_revenue,new_users,sessions,total_purchasers,total_users
361,361,5SeVqkcNZMWTOcXVCIGnrHdL9OQ=,2023-08-10,properties/368744614,2023-11-17 15:54:15.025000 UTC,28,6,0,0,31,0.0,30,66,0,60
362,362,Pm2pXuuWoslCXTqf7J4HDQnRl9E=,2023-08-11,properties/368744614,2023-11-17 15:54:15.045000 UTC,14,0,0,0,14,0.0,12,36,0,34
363,363,UXDbHzGV4qNvxI1e6N7Yu0TkdsE=,2023-08-14,properties/368744614,2023-11-17 15:54:15.027000 UTC,44,1,0,0,37,0.0,22,41,0,37
364,364,mw1XzH8YbRByVbHdY+mrHOoS274=,2023-08-15,properties/368744614,2023-11-17 15:54:15.042000 UTC,22,0,0,0,19,0.0,25,31,0,37
365,365,j2xKqoFHCcJ/6QK0w+w5xODCb58=,2023-08-16,properties/368744614,2023-11-17 15:54:15.043000 UTC,47,1,0,0,33,0.0,18,59,0,34
366,366,gQ0XGEBo2v2AEXL8GepMqN9chD0=,2023-08-17,properties/368744614,2023-11-17 15:54:15.033000 UTC,36,0,0,0,29,0.0,28,44,0,41
367,367,qXMyVa+iCg+YGTXiiEszJAE6qJE=,2023-08-18,properties/368744614,2023-11-17 15:54:15.026000 UTC,23,1,0,0,16,0.0,23,30,0,45
368,368,c2ts20od69kxQ6RkIBO3dtNytgQ=,2023-08-19,properties/368744614,2023-11-17 15:54:16.616000 UTC,16,0,0,0,18,0.0,14,37,0,36
369,369,EffjzQzclPbCh4W8NZ9xZUyEjDE=,2023-08-20,properties/368744614,2023-11-17 15:54:09.295000 UTC,19,0,0,0,24,0.0,14,31,0,21
370,370,WW6WGZ5awVpYKDIDlShbXqnI4Vc=,2023-08-21,properties/368744614,2023-11-17 15:54:09.296000 UTC,17,0,0,0,27,0.0,21,26,0,33
371,371,D9ip5QMtqRhZJljvwY38DKS6VsU=,2023-08-22,properties/368744614,2023-11-17 15:54:09.295000 UTC,39,0,0,0,27,0.0,33,58,0,28
372,372,BH1U7jrOaBTYoII9jKNw053/gAo=,2023-08-23,properties/368744614,2023-11-17 15:54:09.298000 UTC,17,3,0,0,29,0.0,9,39,0,28
373,373,3aec8G3xjni792shvDh/oulZ2CE=,2023-08-24,properties/368744614,2023-11-17 15:54:09.296000 UTC,23,1,0,0,23,0.0,20,32,0,29
374,374,qkoS/0J1JkQOGd01q7QdHz9tf8s=,2023-08-26,properties/368744614,2023-11-17 15:54:09.295000 UTC,21,6,0,0,17,0.0,23,46,0,37
375,375,xlaIvP2mbUlKeBdtg+2E5KbCpdI=,2023-08-27,properties/368744614,2023-11-17 15:54:09.296000 UTC,20,0,0,0,14,0.0,12,28,0,18
376,376,xlkYBLlEyl9e44jLQoMvT/G+k/s=,2023-08-28,properties/368744614,2023-11-17 15:54:09.294000 UTC,40,0,0,0,32,0.0,25,54,0,40
377,377,+uPESGPstxRXdNRINqPkCyW1IOE=,2023-09-11,properties/368744614,2023-11-17 15:54:09.292000 UTC,348,3,0,0,309,0.0,337,654,0,466
378,378,LZuvoZmYxd0EMo8IbTSzW6WN+vs=,2023-09-16,properties/368744614,2023-11-17 15:54:09.294000 UTC,545,5,0,0,263,0.0,374,426,0,429
379,379,10R8/5ywIXPxcJtv7RGHh7uRzdM=,2023-09-20,properties/368744614,2023-11-17 15:54:00.942000 UTC,841,6,0,0,493,0.0,339,791,0,528
380,380,F6eWccwmnRoIw1wGlpRVm+yGgwg=,2023-10-06,properties/368744614,2023-11-17 15:54:00.940000 UTC,455,8,0,0,519,0.0,442,745,0,653
381,381,wpygdSqVmSvcG5tlTaYD4p5HojM=,2023-10-12,properties/368744614,2023-11-17 15:54:00.957000 UTC,456,0,0,0,310,0.0,306,354,0,369
382,382,DBUqM3yXfZ3gZrtGePWjZ+MUhS0=,2022-05-02,properties/309559498,2023-11-17 15:55:21.485000 UTC,157,0,0,0,126,0.0,161,262,0,262
383,383,7OSU38WSSiwXmRRG56OCjWNUywA=,2022-05-09,properties/309559498,2023-11-17 15:55:21.485000 UTC,85,0,0,0,70,0.0,144,200,0,165
384,384,kI4xmU7JztizVJilKTPjU3k2nRE=,2022-05-20,properties/309559498,2023-11-17 15:55:21.484000 UTC,348,0,0,0,184,0.0,314,472,0,295
385,385,uYeQVBTP0lKH0BmTjU1bO/oHq48=,2022-05-21,properties/309559498,2023-11-17 15:55:21.484000 UTC,507,0,0,0,327,0.0,506,701,0,663
386,386,klcw+FoLqO+1q9FuTP9plPbQbTU=,2022-06-10,properties/309559498,2023-11-17 15:55:18.788000 UTC,134,0,0,0,68,0.0,87,142,0,153
387,387,H69eB1zYruFDYm5N66JSjatQOLg=,2022-07-15,properties/309559498,2023-11-17 15:55:14.266000 UTC,160,0,0,0,209,0.0,222,359,0,251
388,388,EbimBD/PUDUekgjhs8QMOVzN8iU=,2022-07-22,properties/309559498,2023-11-17 15:55:14.266000 UTC,158,0,0,0,206,0.0,150,272,0,177
389,389,TeOV+SGcGjNfsDGBC5/G71+xUwM=,2022-07-28,properties/309559498,2023-11-17 15:55:11.573000 UTC,338,0,0,0,144,0.0,203,266,0,271
390,390,GVt/P0mN4h5LPqaoHW1H4cescn0=,2022-07-30,properties/309559498,2023-11-17 15:55:11.574000 UTC,292,0,0,0,142,0.0,190,182,0,223
391,391,wQTr8b8sof+oHdBby4qezaFJmk0=,2022-08-07,properties/309559498,2023-11-17 15:55:11.574000 UTC,182,0,0,0,162,0.0,232,215,0,265
392,392,5Qjz4gQ7KN9LFs6U+YPOICc0Dzw=,2022-08-15,properties/309559498,2023-11-17 15:55:11.574000 UTC,144,0,0,0,135,0.0,130,338,0,231
393,393,8JGN9MZmq4nzbuGWSBuGXTsuBeQ=,2022-08-17,properties/309559498,2023-11-17 15:55:11.573000 UTC,388,0,0,0,193,0.0,235,265,0,323
394,394,fE3ZC4qx/US6E8A6hPoz2NbObxo=,2022-08-19,properties/309559498,2023-11-17 15:55:11.573000 UTC,331,0,0,0,172,0.0,194,456,0,295
395,395,fwDseVinaphjOONuZgepEyu1bX8=,2022-08-30,properties/309559498,2023-11-17 15:55:07.420000 UTC,419,0,0,0,201,0.0,241,398,0,445
396,396,cO4cXErdubsSoWRmrGjTsONB8E4=,2022-09-01,properties/309559498,2023-11-17 15:55:07.420000 UTC,390,0,0,0,239,0.0,249,405,0,455
397,397,FWqTZRE3nzU4tdL78R21L3U3gI4=,2022-09-16,properties/309559498,2023-11-17 15:55:07.420000 UTC,359,0,0,0,241,0.0,228,319,0,372
398,398,/2ftgX+Uu2RiCxrYQKiuvAJjano=,2022-09-17,properties/309559498,2023-11-17 15:55:07.421000 UTC,259,0,0,0,168,0.0,226,334,0,375
399,399,UiCZIwoRED8R0l+G+m88OaRPTxs=,2022-09-24,properties/309559498,2023-11-17 15:55:03.756000 UTC,197,0,0,0,280,0.0,206,316,0,306
400,400,z5X0OkN1ugvOsk22z8xzofVTJPI=,2022-10-05,properties/309559498,2023-11-17 15:55:03.755000 UTC,431,0,0,0,312,0.0,649,1032,0,564
401,401,g3LRTQ5VqBUDXh0tzsWXwhSCTkg=,2022-10-11,properties/309559498,2023-11-17 15:55:03.756000 UTC,575,0,0,0,334,0.0,500,828,0,662
402,402,RR2osFM8gsTgJTbuwd5/FQ4vGvo=,2022-10-12,properties/309559498,2023-11-17 15:55:03.755000 UTC,592,0,0,0,427,0.0,751,840,0,702
403,403,1eGHXuhQ54HQJv+Xnwpl52vJfqs=,2022-10-15,properties/309559498,2023-11-17 15:55:03.755000 UTC,900,0,0,0,375,0.0,971,646,0,626
404,404,ywDfN9po4CE25CgUYzibefpaqLg=,2022-10-22,properties/309559498,2023-11-17 15:55:03.756000 UTC,582,0,0,0,308,0.0,638,636,0,697
405,405,VuFwpO9kmt3m9WatTWH+96/ddzA=,2022-10-24,properties/309559498,2023-11-17 15:54:59.828000 UTC,306,0,0,0,136,0.0,325,318,0,293
406,406,v8sxXVMBhti0tfZ6ZGIXFMhCSdg=,2022-10-27,properties/309559498,2023-11-17 15:54:59.826000 UTC,901,0,0,0,330,0.0,647,1119,0,839
407,407,w4esooeLWkgbsvhLczLJtEOWtHA=,2022-10-30,properties/309559498,2023-11-17 15:54:59.827000 UTC,519,0,0,0,313,0.0,632,586,0,450
408,408,L7E0Vlv0Qfp73HFxiyEcDO3Ykd8=,2022-11-04,properties/309559498,2023-11-17 15:54:59.827000 UTC,772,0,0,0,245,0.0,436,720,0,445
409,409,59ZmwEEDOoEtMcn9itB/CiMivco=,2022-11-05,properties/309559498,2023-11-17 15:54:59.827000 UTC,591,0,0,0,233,0.0,485,625,0,524
410,410,sMGYu0HlwflsVSwPTVjMMG71pB8=,2022-11-06,properties/309559498,2023-11-17 15:54:59.826000 UTC,1057,0,0,0,271,0.0,662,825,0,852
411,411,rLAqB+Ykz7zhil3ycJykAQ/K77k=,2022-11-08,properties/309559498,2023-11-17 15:54:59.827000 UTC,598,0,0,0,378,0.0,707,564,0,609
412,412,YFe3tM7rauLHNqUeEIZENFpRZlA=,2022-11-09,properties/309559498,2023-11-17 15:54:59.827000 UTC,510,0,0,0,286,0.0,572,674,0,525
413,413,5M+jLwu6K8C4jVyam6fuQ/alM6w=,2022-11-14,properties/309559498,2023-11-17 15:54:59.827000 UTC,568,0,0,0,380,0.0,328,787,0,748
414,414,gza3Yw8i88V0HDOILnG/KaKmlvo=,2022-11-20,properties/309559498,2023-11-17 15:54:59.827000 UTC,495,0,0,0,169,0.0,301,610,0,398
415,415,QUp6DfROB4SGzxSI29D+4LjtB6M=,2022-11-22,properties/309559498,2023-11-17 15:55:01.378000 UTC,490,0,0,0,265,0.0,466,379,0,436
416,416,2t2qb313Cu3u2TTguvNh+29UR2w=,2022-12-02,properties/309559498,2023-11-17 15:54:55.539000 UTC,292,0,0,0,187,0.0,260,556,0,351
417,417,857xITH+vq+Xg0ne2aL9bWmXxYA=,2022-12-03,properties/309559498,2023-11-17 15:54:55.539000 UTC,447,0,0,0,221,0.0,385,499,0,335
418,418,tqsfhY4W5Uxui1Ues6uvA+akFWM=,2022-12-05,properties/309559498,2023-11-17 15:54:55.538000 UTC,431,0,0,0,213,0.0,293,484,0,452
419,419,TzW4817uUG1ow6aXNTLr0tJ6Q1w=,2022-12-14,properties/309559498,2023-11-17 15:54:55.539000 UTC,204,0,0,0,136,0.0,331,482,0,234
420,420,kYOvBHRxfcT9ua+jTTBPpwULHVg=,2022-12-16,properties/309559498,2023-11-17 15:54:55.538000 UTC,263,0,0,0,241,0.0,414,492,0,404
421,421,7AM7jrQif1m9HcCFdNKyeUMaipE=,2022-12-21,properties/309559498,2023-11-17 15:54:55.537000 UTC,336,0,0,0,292,0.0,507,617,0,523
422,422,x8BVKixuuh4Ci2TiYRCA94NWRWA=,2023-01-05,properties/309559498,2023-11-17 15:54:51.630000 UTC,470,0,0,0,256,0.0,369,573,0,398
423,423,C+tejjdE0eW3a7bXVD64w2s7hbM=,2023-01-07,properties/309559498,2023-11-17 15:54:51.628000 UTC,2451,0,0,0,903,0.0,2248,2630,0,3009
424,424,pSNNlYejyMdNZ2deBBjwBKRmcAA=,2023-01-12,properties/309559498,2023-11-17 15:54:51.628000 UTC,1795,0,0,0,565,0.0,2255,1959,0,1528
425,425,oDG5weDLN2gXiIAlM+c1wv55IzI=,2023-01-16,properties/309559498,2023-11-17 15:54:51.629000 UTC,2017,0,0,0,389,0.0,1382,1491,0,1638
426,426,VoOexX4l73C88DImEjhgxb+vuKw=,2023-01-17,properties/309559498,2023-11-17 15:54:51.629000 UTC,1275,0,0,0,440,0.0,1154,1599,0,1255
427,427,NWPRTtedSM8q/CYQ7DOq368Ek+w=,2023-01-22,properties/309559498,2023-11-17 15:54:47.644000 UTC,835,0,0,0,417,0.0,1219,958,0,960
428,428,ib6V/yx9sqfmUVIub0cOoAzbsK4=,2023-01-31,properties/309559498,2023-11-17 15:54:47.647000 UTC,216,0,0,0,201,0.0,170,289,0,176
429,429,iPSFCWK41/NfHYzP1SxO7oEGhK0=,2023-02-06,properties/309559498,2023-11-17 15:54:47.646000 UTC,597,0,0,0,224,0.0,236,381,0,328
430,430,kTyKW3wR/YMDHIDrfN5uc7GLaoM=,2023-02-08,properties/309559498,2023-11-17 15:54:47.646000 UTC,333,0,0,0,138,0.0,199,420,0,286
431,431,DZa5Ng4CPauVJaeNC6ySk0jP7V4=,2023-02-20,properties/309559498,2023-11-17 15:54:49.214000 UTC,339,0,0,0,234,0.0,334,536,0,488
432,432,PFN0cfd5ZWnq5n0HjLw9tj9Y418=,2023-03-10,properties/309559498,2023-11-17 15:54:43.462000 UTC,360,0,0,0,292,0.0,379,494,0,593
433,433,CFIsFwHIkqEJcBRwc4HRrPTLMhw=,2023-03-14,properties/309559498,2023-11-17 15:54:43.461000 UTC,498,0,0,0,283,0.0,530,842,0,548
434,434,4KpqlkqsudrTMmvdBwanqK4revQ=,2023-03-16,properties/309559498,2023-11-17 15:54:43.461000 UTC,524,0,0,0,307,0.0,610,741,0,752
435,435,nLS57D8E1ULCnuFenwjk8xY4/bM=,2023-03-22,properties/309559498,2023-11-17 15:54:45.035000 UTC,707,0,0,0,453,0.0,675,940,0,712
436,436,ANMP1AetOfNKKLWqU5S5MmoshSI=,2023-03-29,properties/309559498,2023-11-17 15:54:39.493000 UTC,785,0,0,0,300,0.0,400,875,0,550
437,437,0AyylKHzhVg6YCL/rfKgQkEOnak=,2023-04-04,properties/309559498,2023-11-17 15:54:39.492000 UTC,814,0,0,0,357,0.0,611,895,0,881
438,438,b2MLWfjVdmKM1lI07AJS3Ktc/JY=,2023-04-05,properties/309559498,2023-11-17 15:54:39.494000 UTC,416,0,0,0,356,0.0,593,776,0,488
439,439,z6Nol6CoYGLXvWj4mtLytDUtx54=,2023-04-24,properties/309559498,2023-11-17 15:54:34.143000 UTC,478,0,0,0,216,0.0,330,602,0,494
440,440,reSZ7bmnpQyPYJvZt68lvP5lcvc=,2023-05-19,properties/309559498,2023-11-17 15:54:34.142000 UTC,449,0,0,0,355,0.0,322,574,0,511
441,441,AgHy2V3x5RLQt7ATk+uVDEw5+zQ=,2023-06-15,properties/309559498,2023-11-17 15:54:27.121000 UTC,747,0,0,0,277,0.0,597,970,0,768
442,442,yOjTvKU9dfA8UYpPndQs3ZfEP30=,2023-06-22,properties/309559498,2023-11-17 15:54:21.339000 UTC,425,0,0,0,281,0.0,399,693,0,547
443,443,xLY2k5sba1rLYvEtqgYBBIoueOg=,2022-06-16,properties/319751093,2023-11-17 15:55:18.481000 UTC,1082,0,0,0,749,0.0,1166,1142,0,1480
444,444,PxPPUP6Qpg42vTJfgEoPN7BAm5Q=,2022-06-17,properties/319751093,2023-11-17 15:55:18.480000 UTC,4196,0,0,0,1487,0.0,2767,2955,0,3265
445,445,7Sh1L7lMtZ+fI813fLPNoDdLzq8=,2022-06-18,properties/319751093,2023-11-17 15:55:18.480000 UTC,2695,0,0,0,1894,0.0,1637,2940,0,2103
446,446,aNKsth/QFj/6xbx6vDa50m+L4/c=,2022-06-19,properties/319751093,2023-11-17 15:55:18.480000 UTC,2758,0,0,0,1676,0.0,2748,3898,0,3410
447,447,45mw+POZio3WY0IrzSo4wv8QJQc=,2022-06-20,properties/319751093,2023-11-17 15:55:18.481000 UTC,2983,0,0,0,2092,0.0,1745,3338,0,3323
448,448,POxITT+adyQ9gXL7FSVozudn3mo=,2022-06-22,properties/311983201,2023-11-17 15:55:17.615000 UTC,60,0,0,0,43,284.43253430268373,43,63,0,42
449,449,xi4rmeFwHqeHr8VfBKuEN8zmi6M=,2022-06-26,properties/311983201,2023-11-17 15:55:14.993000 UTC,38,0,0,0,51,85.8677542147227,40,80,0,54
450,450,tZMmHGw8y3TUZwyEFxrNHbtInI8=,2022-07-02,properties/311983201,2023-11-17 15:55:14.993000 UTC,88,0,0,1,49,106.52648389490385,44,75,0,60
451,451,oiVtg8gLxtO1vez9B2SDs8+nEso=,2022-07-05,properties/311983201,2023-11-17 15:55:14.993000 UTC,88,0,0,1,42,142.0186072556445,55,81,0,55
452,452,GJIjThBHBJUXSg5GZiSCnqTA8NM=,2022-07-08,properties/311983201,2023-11-17 15:55:14.993000 UTC,65,0,0,0,74,73.01840455795613,57,111,0,84
453,453,AoYNVXww3ha7N5Hmd8I3j39Ojuk=,2022-07-16,properties/311983201,2023-11-17 15:55:14.994000 UTC,43,0,0,1,50,110.07910342850491,46,71,0,55
454,454,r4MkID3GWbfQYrMyKOzA2cZhTf4=,2022-07-17,properties/311983201,2023-11-17 15:55:14.994000 UTC,44,0,0,0,29,93.59013964617874,25,44,0,38
455,455,TavkYDMkxsVlObBD99s3n3IXvBo=,2022-07-19,properties/311983201,2023-11-17 15:55:14.994000 UTC,37,0,0,0,18,70.27652034434396,33,48,1,33
456,456,O87XJq7XtnZLSbXKVXxZlP86Sos=,2022-07-21,properties/311983201,2023-11-17 15:55:14.994000 UTC,24,0,0,0,28,80.56865954275891,18,34,0,34
457,457,EbimBD/PUDUekgjhs8QMOVzN8iU=,2022-07-22,properties/311983201,2023-11-17 15:55:14.993000 UTC,58,0,0,0,43,176.73808736091485,40,59,0,46
458,458,XxRQi2RKu1lP5kCF1vmymKBBv1w=,2022-07-23,properties/311983201,2023-11-17 15:55:14.993000 UTC,82,0,0,0,55,123.0586405003637,59,63,0,49
459,459,yWIxONFHmgxwlN0YgZa7toAwWuk=,2022-07-24,properties/311983201,2023-11-17 15:55:14.994000 UTC,42,0,0,1,44,306.4778845709109,39,63,0,46
460,460,grW8AF8qpWpWh8x6x2xf3UeCZsE=,2022-07-25,properties/311983201,2023-11-17 15:55:16.544000 UTC,49,0,0,0,37,215.3564858960895,31,64,0,52
461,461,1bfMj7l0+AqTrczqelaorZFIPUc=,2022-07-27,properties/311983201,2023-11-17 15:55:11.490000 UTC,52,0,0,0,75,127.9982834131948,59,78,1,80
462,462,IU7QOZTocCTUv4QgjtmFVHFFn2E=,2022-07-29,properties/311983201,2023-11-17 15:55:11.490000 UTC,52,0,0,1,37,210.12900338184704,39,51,1,53
463,463,A3R9zJohqgL9VYUcV4rzNPgcgjg=,2022-07-31,properties/311983201,2023-11-17 15:55:11.489000 UTC,70,0,0,1,50,146.33921209568072,37,71,0,102
464,464,/cbAxojBhGtdUkRv18dfFATZGsg=,2022-08-01,properties/311983201,2023-11-17 15:55:11.489000 UTC,136,0,0,1,54,221.37204811736163,79,106,0,121
465,465,wQTr8b8sof+oHdBby4qezaFJmk0=,2022-08-07,properties/311983201,2023-11-17 15:55:11.489000 UTC,109,0,0,0,56,188.51054782607702,65,110,1,88
466,466,UFA7zRoeDM/1sMn8rl3KcgCyiXM=,2022-08-16,properties/311983201,2023-11-17 15:55:11.489000 UTC,71,0,0,0,63,141.1969891038671,98,99,1,112
467,467,8JGN9MZmq4nzbuGWSBuGXTsuBeQ=,2022-08-17,properties/311983201,2023-11-17 15:55:11.489000 UTC,96,0,0,0,72,286.5414091108584,48,110,1,125
468,468,74l8sIOIZYFNHLB0Oi9sw399els=,2022-08-18,properties/311983201,2023-11-17 15:55:11.490000 UTC,49,0,0,0,34,117.13407499260653,68,104,0,72
469,469,7Ek6M50CPJV7tuJYcGyjpo7aUHs=,2022-08-24,properties/311983201,2023-11-17 15:55:12.129000 UTC,97,0,0,0,48,74.96962072712634,66,94,0,68
470,470,ehXEu67YhIucq4Bs72cZY12vEOo=,2022-08-26,properties/311983201,2023-11-17 15:55:07.123000 UTC,117,0,0,1,48,396.81535909973036,70,103,0,116
471,471,X3tJiFqn82NmSePI2u145Y7InNY=,2022-08-27,properties/311983201,2023-11-17 15:55:07.123000 UTC,73,0,0,0,87,157.17682094828092,103,155,0,106
472,472,cO4cXErdubsSoWRmrGjTsONB8E4=,2022-09-01,properties/311983201,2023-11-17 15:55:07.123000 UTC,83,0,0,0,62,86.13885955110547,90,145,0,114
473,473,QCZ38iuzu4znrZbd8FDT5gN/fRM=,2022-09-02,properties/311983201,2023-11-17 15:55:07.123000 UTC,134,0,0,1,91,176.10717445023093,91,132,1,109
474,474,8sU4BJLOAa38JNOqI1lulxMHlxk=,2022-09-03,properties/311983201,2023-11-17 15:55:07.123000 UTC,96,0,0,1,69,190.53074743251395,83,124,0,98
475,475,/2ftgX+Uu2RiCxrYQKiuvAJjano=,2022-09-17,properties/311983201,2023-11-17 15:55:07.121000 UTC,152,0,0,0,93,75.03432219825835,173,218,0,177
476,476,OW8ny/Jc0I8Ybz55i4zKOJ699co=,2022-09-18,properties/311983201,2023-11-17 15:55:07.121000 UTC,288,0,0,0,71,151.68949765883954,122,243,0,205
477,477,d0ijkNJYk+PgNWxgsQeRMH8peJM=,2022-09-20,properties/311983201,2023-11-17 15:55:07.121000 UTC,156,0,0,0,96,171.97641509069896,185,276,0,142
478,478,PPgujArbcNawiVKkkl3jeTyppIA=,2022-09-25,properties/311983201,2023-11-17 15:55:03.618000 UTC,119,0,0,0,87,156.4486992274424,101,222,0,187
479,479,zYRuaQZmP/9ht89iYlbbgWnyor4=,2022-10-02,properties/311983201,2023-11-17 15:55:03.619000 UTC,104,0,0,0,51,151.10285090045642,70,116,0,112
480,480,DfniwFCl1cncAKWwwhLicEG+HZ4=,2022-10-13,properties/311983201,2023-11-17 15:55:03.619000 UTC,102,0,0,0,119,330.2285442611823,66,130,1,116
481,481,1eGHXuhQ54HQJv+Xnwpl52vJfqs=,2022-10-15,properties/311983201,2023-11-17 15:55:03.619000 UTC,112,0,0,0,70,301.8335767836473,72,122,1,132
482,482,ywDfN9po4CE25CgUYzibefpaqLg=,2022-10-22,properties/311983201,2023-11-17 15:55:03.619000 UTC,102,0,0,0,97,100.49303655220167,90,136,0,107
483,483,VuFwpO9kmt3m9WatTWH+96/ddzA=,2022-10-24,properties/311983201,2023-11-17 15:54:59.653000 UTC,71,0,0,0,99,87.70803605397762,56,113,0,93
484,484,v8sxXVMBhti0tfZ6ZGIXFMhCSdg=,2022-10-27,properties/311983201,2023-11-17 15:54:59.659000 UTC,94,0,0,1,90,75.6344510096813,73,185,0,98
485,485,8A6q+yUxOujN+ZVlK8kgAJ58veA=,2022-10-28,properties/311983201,2023-11-17 15:54:59.660000 UTC,67,0,0,0,71,85.39006388821323,56,109,0,91
486,486,IW5+l5Lx2H74gyXWbTdDfnRuNOE=,2022-11-03,properties/311983201,2023-11-17 15:54:59.652000 UTC,100,0,0,0,126,104.79542612663751,89,103,0,125
487,487,sMGYu0HlwflsVSwPTVjMMG71pB8=,2022-11-06,properties/311983201,2023-11-17 15:54:59.651000 UTC,149,0,0,0,120,115.21491201132332,123,198,0,168
488,488,k2OIBpItCSKWgS8VlXc7617x68M=,2022-11-07,properties/311983201,2023-11-17 15:54:59.653000 UTC,121,0,0,0,56,73.84950658378293,92,147,1,137
489,489,gaB3VLqaeeNFEMMx8I0yC20aYb4=,2022-11-15,properties/311983201,2023-11-17 15:54:59.652000 UTC,146,0,0,0,101,260.5117114776379,128,265,1,174
490,490,4nximbw1b+n2I96P5bdgYtTfuxE=,2022-11-29,properties/311983201,2023-11-17 15:54:55.593000 UTC,107,0,0,1,81,221.47941548500802,117,213,0,152
491,491,4vwLXDIZRWNjQlJqTOpC7YfdQow=,2022-12-01,properties/311983201,2023-11-17 15:54:55.592000 UTC,233,0,0,0,139,9.808983674225656,193,293,0,299
492,492,2t2qb313Cu3u2TTguvNh+29UR2w=,2022-12-02,properties/311983201,2023-11-17 15:54:55.592000 UTC,168,0,0,0,88,121.90388361289439,201,269,0,204
493,493,tqsfhY4W5Uxui1Ues6uvA+akFWM=,2022-12-05,properties/311983201,2023-11-17 15:54:55.592000 UTC,189,0,0,0,94,161.27572266803108,243,356,0,246
494,494,jlNWXUeWGNxbl7ErV7DsSFFS728=,2022-12-10,properties/311983201,2023-11-17 15:54:55.593000 UTC,145,0,0,0,92,101.95264155763282,148,260,0,174
495,495,Q6mvwLkVUh+RY3Ncw5wGH23OgX8=,2022-12-13,properties/311983201,2023-11-17 15:54:55.593000 UTC,163,0,0,1,104,119.36978898061089,173,245,0,131
496,496,TzW4817uUG1ow6aXNTLr0tJ6Q1w=,2022-12-14,properties/311983201,2023-11-17 15:54:55.592000 UTC,150,0,0,0,104,89.0048774358272,191,316,0,287
497,497,Fbf8WzLqiSSbN16BRNhAaFbSPPs=,2022-12-15,properties/311983201,2023-11-17 15:54:55.593000 UTC,121,0,0,0,119,112.5221762999508,159,286,0,243
498,498,kYOvBHRxfcT9ua+jTTBPpwULHVg=,2022-12-16,properties/311983201,2023-11-17 15:54:55.593000 UTC,225,0,0,1,118,92.44820071933428,135,223,0,200
499,499,s3ai603YbwmFWY8Z0O+7rt1fdNM=,2022-12-17,properties/311983201,2023-11-17 15:54:55.592000 UTC,160,0,0,1,136,107.66967684616687,226,225,0,223
500,500,Gqw8HgX9pTPvdwI7/ZD8m1+olII=,2022-12-24,properties/311983201,2023-11-17 15:54:51.543000 UTC,90,0,0,0,101,144.9158885413794,149,219,0,175
501,501,wOtdVH9rfugWK93stXHTdbV7A+4=,2022-12-25,properties/311983201,2023-11-17 15:54:51.543000 UTC,248,0,0,0,112,177.676292431635,238,241,0,230
502,502,O9KsWrmeveRkfgDFGcCz73coI3Q=,2022-12-29,properties/311983201,2023-11-17 15:54:51.542000 UTC,255,0,0,0,124,152.6739547556077,237,316,0,308
503,503,v0t5X8MVsH2KoLepAYS/mc25q2M=,2022-12-31,properties/311983201,2023-11-17 15:54:51.543000 UTC,112,0,0,0,114,0.0,147,214,0,202
504,504,s/Dw0e64U0R+YpQA2PVHABVqRHo=,2023-01-06,properties/311983201,2023-11-17 15:54:51.544000 UTC,88,0,0,0,78,261.0537152269493,111,108,0,114
505,505,CcAEBxCpzsI+Kb4lgXuNyEy5Erw=,2023-01-14,properties/311983201,2023-11-17 15:54:51.544000 UTC,112,0,0,0,82,86.11784199346121,102,148,0,89
506,506,qDfTQZk2eWRsXnsC5ojl64D6uO0=,2023-01-15,properties/311983201,2023-11-17 15:54:51.543000 UTC,137,0,0,0,114,164.93120606818573,118,190,1,170
507,507,oDG5weDLN2gXiIAlM+c1wv55IzI=,2023-01-16,properties/311983201,2023-11-17 15:54:51.543000 UTC,131,0,0,0,87,86.30395825623238,111,129,0,174
508,508,VoOexX4l73C88DImEjhgxb+vuKw=,2023-01-17,properties/311983201,2023-11-17 15:54:51.544000 UTC,78,0,0,0,90,0.0,108,136,0,85
509,509,NKtFHhTwbrLtofpCFDfxbVCHJaY=,2023-01-18,properties/311983201,2023-11-17 15:54:51.543000 UTC,128,0,0,0,115,96.08431603063752,104,190,0,159
510,510,KvoeLJZM2Vry+RUkrF50EWY3uHs=,2023-01-19,properties/311983201,2023-11-17 15:54:51.543000 UTC,84,0,0,0,85,115.2051598868773,119,170,1,196
511,511,PO8fiBxe2FDZqFh7V4MWOmQPCwk=,2023-01-20,properties/311983201,2023-11-17 15:54:51.544000 UTC,78,0,0,1,73,82.53706834076733,83,141,0,109
512,512,2a3+p/fRWMs3/BFk2bXveoxKC+E=,2023-01-21,properties/311983201,2023-11-17 15:54:52.945000 UTC,140,0,0,0,101,0.0,97,136,0,154
513,513,rrQBqp1exWIfz11nMqkweBAuFu8=,2023-01-23,properties/311983201,2023-11-17 15:54:47.214000 UTC,85,0,0,0,86,69.08652540823356,107,194,0,113
514,514,ycLBJnjT2pWX0vr14iAEKJAFxgw=,2023-01-26,properties/311983201,2023-11-17 15:54:47.212000 UTC,499,0,0,1,227,349.49849374298014,394,336,0,404
515,515,ib6V/yx9sqfmUVIub0cOoAzbsK4=,2023-01-31,properties/311983201,2023-11-17 15:54:47.214000 UTC,232,0,0,1,150,64.83781172911853,161,291,0,283
